,ISO-3166-1,ISO-3166-2,Fips,GN,Geoname ID,Name of Subdivision,Wikipedia,Type ID,Type,Geoname ID of Capital,Capital,Population,lang,continent,From,Till
0,AD,02,02,02,3041203.0,Canillo,http://en.wikipedia.org/wiki/Canillo,1.0,parish,3041204.0,Canillo,5067.0,ca,EU,,
1,AD,03,03,03,3040684.0,Encamp,http://en.wikipedia.org/wiki/Encamp,1.0,parish,3040686.0,Encamp,13685.0,ca,EU,,
2,AD,04,04,04,3040131.0,La Massana,http://en.wikipedia.org/wiki/La_Massana,1.0,parish,3040132.0,la Massana,8953.0,ca,EU,,
3,AD,05,05,05,3039676.0,Ordino,http://en.wikipedia.org/wiki/Ordino,1.0,parish,3039678.0,Ordino,3467.0,ca,EU,,
4,AD,06,06,06,3039162.0,Sant Julia de Lòria,http://en.wikipedia.org/wiki/Sant_Juli%C3%A0_de_L%C3%B2ria,1.0,parish,3039163.0,Sant Julià de Lòria,9448.0,ca,EU,,
5,AD,07,07,07,3041566.0,Andorra la Vella,http://en.wikipedia.org/wiki/Andorra_la_Vella,1.0,parish,3041563.0,Andorra la Vella,24211.0,ca,EU,,
6,AD,08,08,08,3338529.0,Escaldes-Engordany,http://en.wikipedia.org/wiki/Escaldes-Engordany,1.0,parish,3040051.0,les Escaldes,16391.0,ca,EU,,
7,AE,AJ,02,02,292933.0,'Ajman,http://en.wikipedia.org/wiki/Ajman,2.0,emirate,292932.0,`Ajmān,234905.0,ar,AS,,
8,AE,AZ,01,01,292969.0,Abu Zaby,http://en.wikipedia.org/wiki/Abu_Dhabi_%28emirate%29,2.0,emirate,292968.0,Abu Dhabi,1395899.0,ar,AS,,
9,AE,DU,03,03,292224.0,Dubayy,http://en.wikipedia.org/wiki/Dubai,2.0,emirate,292223.0,Dubai,1141963.0,ar,AS,,
10,AE,FU,04,04,292879.0,Al Fujayrah,http://en.wikipedia.org/wiki/Fujairah,2.0,emirate,292878.0,Al Fujayrah,113316.0,ar,AS,,
11,AE,RK,05,05,291075.0,R'as al Khaymah,http://en.wikipedia.org/wiki/Ras_al-Khaimah,2.0,emirate,291074.0,Ra's al Khaymah,187535.0,ar,AS,,
12,AE,SH,06,06,292673.0,Ash Shariqah,http://en.wikipedia.org/wiki/Sharjah_%28emirate%29,2.0,emirate,292672.0,Sharjah,620183.0,ar,AS,,
13,AE,UQ,07,07,290595.0,Umm al Qaywayn,http://en.wikipedia.org/wiki/Umm_al-Quwain,2.0,emirate,290594.0,Umm al Qaywayn,56253.0,ar,AS,,
14,AF,BAL,30,30,1147288.0,Balkh province,http://en.wikipedia.org/wiki/Balkh_Province,3.0,wilāyat (province),1133616.0,Mazār-e Sharīf,1245100.0,,AS,,
15,AF,BAM,05,05,1147239.0,Bamian province,http://en.wikipedia.org/wiki/Bamyan_Province,3.0,wilāyat (province),1147242.0,Bāmyān,484648.0,,AS,,
16,AF,BDG,02,02,1147707.0,Badghis province,http://en.wikipedia.org/wiki/Badghis_Province,3.0,wilāyat (province),1129867.0,Qala i Naw,792155.0,,AS,,
17,AF,BDS,01,01,1147745.0,Badakhshan province,http://en.wikipedia.org/wiki/Badakhshan_Province,3.0,wilāyat (province),1142170.0,Fayzabad,1062937.0,,AS,,
18,AF,BGL,03,03,1147537.0,Baghlan province,http://en.wikipedia.org/wiki/Baghlan_Province,3.0,wilāyat (province),1130490.0,Pul-e Khumrī,872234.0,,AS,,
19,AF,DAY,41,41,6957553.0,Dāykundī,http://en.wikipedia.org/wiki/Daykundi_Province,3.0,wilāyat (province),1131833.0,Nīlī,440000.0,,AS,,
20,AF,FRA,06,06,1142263.0,Farah province,http://en.wikipedia.org/wiki/Farah_Province,3.0,wilāyat (province),1142264.0,Farāh,470939.0,,AS,,
21,AF,FYB,07,07,1142226.0,Faryab province,http://en.wikipedia.org/wiki/Faryab_Province,3.0,wilāyat (province),1133453.0,Maīmanah,913866.0,,AS,,
22,AF,GHA,08,08,1141268.0,Ghazni province,http://en.wikipedia.org/wiki/Ghazni_Province,3.0,wilāyat (province),1141269.0,Ghaznī,1168800.0,,AS,,
23,AF,GHO,09,09,1141103.0,Ghowr province,http://en.wikipedia.org/wiki/Gh%C5%8Dr_Province,3.0,wilāyat (province),1145904.0,Chaghcharān,657200.0,,AS,,
24,AF,HEL,10,10,1140043.0,Helmand province,http://en.wikipedia.org/wiki/Helmand_Province,3.0,wilāyat (province),1134720.0,Lashkar Gāh,925666.0,,AS,,
25,AF,HER,11,11,1140025.0,Herat province,http://en.wikipedia.org/wiki/Herat_Province,3.0,wilāyat (province),1140026.0,Herāt,1382139.0,,AS,,
26,AF,JOW,31,31,1139049.0,Jowzjan province,http://en.wikipedia.org/wiki/Jowzjan_Province,3.0,wilāyat (province),1125444.0,Shibirghān,747618.0,,AS,,
27,AF,KAB,13,13,1138957.0,Kabul province,http://en.wikipedia.org/wiki/Kabul_Province,3.0,wilāyat (province),1138958.0,Kabul,3138338.0,,AS,,
28,AF,KAN,23,23,1138335.0,Kandahar province,http://en.wikipedia.org/wiki/Kandahar_Province,3.0,wilāyat (province),1138336.0,Kandahār,1665487.0,,AS,,
29,AF,KAP,14,14,1138255.0,Kapisa province,http://en.wikipedia.org/wiki/Kapisa_Province,3.0,wilāyat (province),1126606.0,Sidqābād,472584.0,,AS,,
30,AF,KDZ,24,24,1135690.0,Kondoz province,http://en.wikipedia.org/wiki/Kunduz_Province,3.0,wilāyat (province),1135689.0,Kunduz,718823.0,,AS,,
31,AF,KHO,37,37,1444362.0,Khost province,http://en.wikipedia.org/wiki/Khost_Province,3.0,wilāyat (province),1136469.0,Khōst,283283.0,,AS,,
32,AF,KNR,34,34,1135702.0,Konar province,http://en.wikipedia.org/wiki/Kunar_Province,3.0,wilāyat (province),1148311.0,Asadābād,562411.0,,AS,,
33,AF,LAG,35,35,1135022.0,Laghman province,http://en.wikipedia.org/wiki/Laghman_Province,3.0,wilāyat (province),1133574.0,Mehtar Lām,651326.0,,AS,,
34,AF,LOG,17,17,1134561.0,Lowgar province,http://en.wikipedia.org/wiki/Logar_Province,3.0,wilāyat (province),1130497.0,Pul-e ‘Alam,373100.0,,AS,,
35,AF,NAN,18,18,1132366.0,Nangrahar province,http://en.wikipedia.org/wiki/Nangarhar_Province,3.0,wilāyat (province),1139715.0,Jalālābād,1538444.0,,AS,,
36,AF,NIM,19,19,1131821.0,Nimruz province,http://en.wikipedia.org/wiki/Nimruz_Province,3.0,wilāyat (province),1120985.0,Zaranj,234086.0,,AS,,
37,AF,NUR,38,38,1444363.0,Nurestan province,http://en.wikipedia.org/wiki/Nuristan_Province,3.0,wilāyat (province),1131627.0,Nūristān,130000.0,,AS,,
38,AF,PAN,42,42,6957555.0,Panjshir,http://en.wikipedia.org/wiki/Panjshir_Province,3.0,wilāyat (province),1429434.0,Bazarak,146100.0,,AS,,
39,AF,PAR,40,40,1131054.0,Parwan province,http://en.wikipedia.org/wiki/Parwan_Province,3.0,wilāyat (province),1145352.0,Chārīkār,786152.0,,AS,,
40,AF,PIA,36,36,1131257.0,Paktia province,http://en.wikipedia.org/wiki/Paktia_Province,3.0,wilāyat (province),1141857.0,Gardēz,503572.0,,AS,,
41,AF,PKA,29,29,1131256.0,Paktika province,http://en.wikipedia.org/wiki/Paktika_Province,3.0,wilāyat (province),8534261.0,Sharan,476740.0,,AS,,
42,AF,SAM,32,32,1127766.0,Samangan province,http://en.wikipedia.org/wiki/Samangan_Province,3.0,wilāyat (province),1127768.0,Aībak,599331.0,,AS,,
43,AF,SAR,33,33,1127106.0,Sar-e Pol province,http://en.wikipedia.org/wiki/Sar-e_Pol_Province,3.0,wilāyat (province),1127111.0,Sar-e Pul,727277.0,,AS,,
44,AF,TAK,26,26,1123230.0,Takhar province,http://en.wikipedia.org/wiki/Takhar_Province,3.0,wilāyat (province),1123004.0,Taloqan,933700.0,,AS,,
45,AF,URU,39,39,1131461.0,Uruzgān province,http://en.wikipedia.org/wiki/Or%C5%ABzg%C4%81n_Province,3.0,wilāyat (province),1122747.0,Tarīn Kōṯ,301867.0,,AS,,
46,AF,WAR,27,27,1121863.0,Wardak province,http://en.wikipedia.org/wiki/Wardak_Province,3.0,wilāyat (province),1456960.0,Maīdān Shahr,342048.0,,AS,,
47,AF,ZAB,28,28,1121143.0,Zabol province,http://en.wikipedia.org/wiki/Zabul_Province,3.0,wilāyat (province),1130131.0,Qalāt,444585.0,,AS,,
48,AG,03,03,03,3576024.0,Saint George,http://en.wikipedia.org/wiki/Saint_George_Parish%2C_Antigua_and_Barbuda,5.0,parish,3576057.0,Piggotts,5393.0,en-AG,,,
49,AG,04,04,04,3576023.0,Saint John,http://en.wikipedia.org/wiki/Saint_John_Parish%2C_Antigua_and_Barbuda,5.0,parish,3576022.0,Saint John's,42721.0,en-AG,,,
50,AG,05,05,05,3576018.0,Saint Mary,http://en.wikipedia.org/wiki/Saint_Mary_Parish%2C_Antigua_and_Barbuda,5.0,parish,3576361.0,Bolands,6360.0,en-AG,,,
51,AG,06,06,06,3576017.0,Saint Paul,http://en.wikipedia.org/wiki/Saint_Paul%2C_Antigua_and_Barbuda,5.0,parish,3576260.0,Falmouth,7325.0,en-AG,,,
52,AG,07,07,07,3576016.0,Saint Peter,http://en.wikipedia.org/wiki/Saint_Peter_Parish%2C_Antigua_and_Barbuda,5.0,parish,3576074.0,Parham,4321.0,en-AG,,,
53,AG,08,08,08,3576015.0,Saint Philip,http://en.wikipedia.org/wiki/Saint_Philip%2C_Antigua_and_Barbuda,5.0,parish,,,3599.0,en-AG,,,
54,AG,10,01,01,3576390.0,Barbuda,http://en.wikipedia.org/wiki/Barbuda,4.0,dependency,3576311.0,Codrington,1638.0,en-AG,,,
55,AG,11,09,09,3576037.0,Redonda,http://en.wikipedia.org/wiki/Redonda,4.0,dependency,,,,en-AG,,,
56,AI,,,11205389,11205389.0,Blowing Point,http://en.wikipedia.org/wiki/Blowing_Point%2C_Anguilla,342.0,District,3573496.0,Blowing Point Village,,,,,
57,AI,,,11205392,11205392.0,Sandy Ground,http://en.wikipedia.org/wiki/Sandy_Ground%2C_Anguilla,342.0,District,3573407.0,Sandy Ground Village,,,,,
58,AI,,,11205393,11205393.0,Sandy Hill,http://en.wikipedia.org/wiki/Sandy_Hill%2C_Anguilla,342.0,District,11205445.0,Sandy Hill,,,,,
59,AI,,,11205396,11205396.0,The Valley,http://en.wikipedia.org/wiki/The_Valley%2C_Anguilla,342.0,District,3573374.0,The Valley,,,,,
60,AI,,,11205433,11205433.0,East End,http://en.wikipedia.org/wiki/East_End%2C_Anguilla,342.0,District,3573473.0,East End Village,701.0,,,,
61,AI,,,11205436,11205436.0,North Hill,http://en.wikipedia.org/wiki/North_Hill%2C_Anguilla,342.0,District,3573420.0,North Hill Village,526.0,,,,
62,AI,,,11205437,11205437.0,West End,http://en.wikipedia.org/wiki/West_End%2C_Anguilla,342.0,District,3573364.0,West End Village,1015.0,,,,
63,AI,,,11205438,11205438.0,South Hill,http://en.wikipedia.org/wiki/South_Hill%2C_Anguilla,342.0,District,3573385.0,South Hill Village,1495.0,,,,
64,AI,,,11205439,11205439.0,The Quarter,http://en.wikipedia.org/wiki/The_Quarter%2C_Anguilla,342.0,District,3573375.0,The Quarter,1737.0,,,,
65,AI,,,11205440,11205440.0,North Side,http://en.wikipedia.org/wiki/North_Side%2C_Anguilla,342.0,District,3573418.0,North Side,2592.0,,,,
66,AI,,,11205441,11205441.0,Island Harbour,http://en.wikipedia.org/wiki/Island_Harbour%2C_Anguilla,342.0,District,3573456.0,Island Harbour,1114.0,,,,
67,AI,,,11205442,11205442.0,George Hill,http://en.wikipedia.org/wiki/George_Hill%2C_Anguilla,342.0,District,3573466.0,George Hill,1135.0,,,,
68,AI,,,11205443,11205443.0,Stoney Ground,http://en.wikipedia.org/wiki/Stoney_Ground,342.0,District,3573380.0,Stoney Ground,1545.0,,,,
69,AI,,,11205444,11205444.0,The Farrington,http://en.wikipedia.org/wiki/The_Farrington,342.0,District,3573378.0,Farrington,1200.0,,,,
70,AL,01,40,40,865730.0,Berat,http://en.wikipedia.org/wiki/Berat_County,6.0,qark (county),3186084.0,Berat,141944.0,sq,EU,,
71,AL,02,42,42,3344947.0,Durres,http://en.wikipedia.org/wiki/Durr%C3%ABs_County,6.0,qark (county),3185728.0,Durrës,262785.0,sq,EU,,
72,AL,03,43,43,865732.0,Elbasan,http://en.wikipedia.org/wiki/Elbasan_County,6.0,qark (county),783263.0,Elbasan,295827.0,sq,EU,,
73,AL,04,44,44,3344948.0,Fier,http://en.wikipedia.org/wiki/Fier_County,6.0,qark (county),3185672.0,Fier,310331.0,sq,EU,,
74,AL,05,45,45,865733.0,Gjirokaster,http://en.wikipedia.org/wiki/Gjirokast%C3%ABr_County,6.0,qark (county),783148.0,Gjirokastër,,sq,EU,,
75,AL,06,46,46,865734.0,Korce,http://en.wikipedia.org/wiki/Kor%C3%A7%C3%AB_County,6.0,qark (county),782756.0,Korçë,220357.0,sq,EU,,
76,AL,07,47,47,865735.0,Kukes,http://en.wikipedia.org/wiki/Kuk%C3%ABs_County,6.0,qark (county),782661.0,Kukës,85292.0,sq,EU,,
77,AL,08,48,48,3344949.0,Lezhe,http://en.wikipedia.org/wiki/Lezh%C3%AB_County,6.0,qark (county),3184935.0,Lezhë,134027.0,sq,EU,,
78,AL,09,41,41,865731.0,Diber,http://en.wikipedia.org/wiki/Dib%C3%ABr_County,6.0,qark (county),782061.0,Peshkopi,137047.0,sq,EU,,
79,AL,10,49,49,3344950.0,Shkoder,http://en.wikipedia.org/wiki/Shkod%C3%ABr_County,6.0,qark (county),3184081.0,Shkodër,,sq,EU,,
80,AL,11,50,50,3344951.0,Tirane,http://en.wikipedia.org/wiki/Tirana_County,6.0,qark (county),3183875.0,Tirana,749365.0,sq,EU,,
81,AL,12,51,51,3344952.0,Vlore,http://en.wikipedia.org/wiki/Vlor%C3%AB_County,6.0,qark (county),3183719.0,Vlorë,,sq,EU,,
82,AM,AG,01,01,828259.0,Aragatsotn,http://en.wikipedia.org/wiki/Aragatsotn_Province,8.0,marz (district),616877.0,Ashtarak,132925.0,hy,AS,,
83,AM,AR,02,02,409313.0,Ararat,http://en.wikipedia.org/wiki/Ararat_Province,8.0,marz (district),174979.0,Artashat,260367.0,hy,AS,,
84,AM,AV,03,03,828260.0,Armavir,http://en.wikipedia.org/wiki/Armavir_Province,8.0,marz (district),616631.0,Armavir,265770.0,hy,AS,,
85,AM,ER,11,11,616051.0,Yerevan,http://en.wikipedia.org/wiki/Yerevan,7.0,k’aghak’ (city),616052.0,Yerevan,1060138.0,hy,AS,,
86,AM,GR,04,04,828261.0,Geghark'unik',http://en.wikipedia.org/wiki/Gegharkunik_Province,8.0,marz (district),616599.0,Gavarr,235075.0,hy,AS,,
87,AM,KT,05,05,828262.0,Kotayk',http://en.wikipedia.org/wiki/Kotayk_Province,8.0,marz (district),616629.0,Hrazdan,254397.0,hy,AS,,
88,AM,LO,06,06,828263.0,Lorri,http://en.wikipedia.org/wiki/Lori_Province,8.0,marz (district),616530.0,Vanadzor,235537.0,hy,AS,,
89,AM,SH,07,07,828264.0,Shirak,http://en.wikipedia.org/wiki/Shirak_Province,8.0,marz (district),616635.0,Gyumri,251941.0,hy,AS,,
90,AM,SU,08,08,409314.0,Syunik',http://en.wikipedia.org/wiki/Syunik_Province,8.0,marz (district),174875.0,Kapan,141771.0,hy,AS,,
91,AM,TV,09,09,828265.0,Tavush,http://en.wikipedia.org/wiki/Tavush_Province,8.0,marz (district),616627.0,Ijevan,128609.0,hy,AS,,
92,AM,VD,10,10,409315.0,Vayots' Dzor,http://en.wikipedia.org/wiki/Vayots_Dzor_Province,8.0,marz (district),174710.0,Yeghegnadzor,52846.0,hy,AS,,
93,AO,BGO,19,19,2243598.0,Bengo,http://en.wikipedia.org/wiki/Bengo_Province,9.0,província (province),2242001.0,Caxito,351579.0,pt-AO,AF,,
94,AO,BGU,01,01,3351660.0,Benguela province,http://en.wikipedia.org/wiki/Benguela_Province,9.0,província (province),3351663.0,Benguela,2036662.0,pt-AO,AF,,
95,AO,BIE,02,02,3351640.0,Bie,http://en.wikipedia.org/wiki/Bi%C3%A9_Province,9.0,província (province),3348078.0,Kuito,1338923.0,pt-AO,AF,,
96,AO,CAB,03,03,2243266.0,Cabinda,http://en.wikipedia.org/wiki/Cabinda_Province,9.0,província (province),2243271.0,Cabinda,688285.0,pt-AO,AF,,
97,AO,CCU,04,04,876337.0,Cuando-Cubango,http://en.wikipedia.org/wiki/Cuando_Cubango_Province,9.0,província (province),3347353.0,Menongue,130000.0,pt-AO,AF,,
98,AO,CNN,07,07,3349096.0,Cunene,http://en.wikipedia.org/wiki/Cunene_Province,9.0,província (province),3346821.0,Ondjiva,965288.0,pt-AO,AF,,
99,AO,CNO,05,05,2241660.0,Cuanza Norte,http://en.wikipedia.org/wiki/Cuanza_Norte_Province,9.0,província (province),2239076.0,N'dalatando,402357.0,pt-AO,AF,,
100,AO,CUS,06,06,3349234.0,Cuanza Sul,http://en.wikipedia.org/wiki/Cuanza_Sul_Province,9.0,província (province),3346015.0,Sumbe,653121.0,pt-AO,AF,,
101,AO,HUA,08,08,3348310.0,Huambo province,http://en.wikipedia.org/wiki/Huambo_Province,9.0,província (province),3348313.0,Huambo,1896147.0,pt-AO,AF,,
102,AO,HUI,09,09,3348303.0,Huila province,http://en.wikipedia.org/wiki/Hu%C3%ADla_Province,9.0,província (province),3347762.0,Lubango,2354398.0,pt-AO,AF,,
103,AO,LNO,17,17,145702.0,Lunda Norte,http://en.wikipedia.org/wiki/Lunda_Norte_Province,9.0,província (province),145724.0,Lucapa,799950.0,pt-AO,AF,,
104,AO,LSU,18,18,145701.0,Lunda Sul,http://en.wikipedia.org/wiki/Lunda_Sul_Province,9.0,província (province),145531.0,Saurimo,516077.0,pt-AO,AF,,
105,AO,LUA,20,20,2240444.0,Luanda,http://en.wikipedia.org/wiki/Luanda_Province,9.0,província (province),2240449.0,Luanda,6542942.0,pt-AO,AF,,
106,AO,MAL,12,12,2239858.0,Malange,http://en.wikipedia.org/wiki/Malanje_Province,9.0,província (province),2239862.0,Malanje,968135.0,pt-AO,AF,,
107,AO,MOX,14,14,875996.0,Moxico,http://en.wikipedia.org/wiki/Moxico_Province,9.0,província (province),3347719.0,Luena,727594.0,pt-AO,AF,,
108,AO,NAM,13,13,3347016.0,Namibe,http://en.wikipedia.org/wiki/Namibe_Province,9.0,província (province),3347019.0,Namibe,471613.0,pt-AO,AF,,
109,AO,UIG,15,15,2236566.0,Uige,http://en.wikipedia.org/wiki/U%C3%ADge_Province,9.0,província (province),2236568.0,Uíge,1426354.0,pt-AO,AF,,
110,AO,ZAI,16,16,2236355.0,Zaire,http://en.wikipedia.org/wiki/Zaire_Province,9.0,província (province),2239520.0,M'banza Congo,567225.0,pt-AO,AF,,
111,AR,A,17,17,3838231.0,Salta,http://en.wikipedia.org/wiki/Salta_Province,11.0,province,3838233.0,Salta,1079051.0,es,SA,,
112,AR,B,01,01,3435907.0,Buenos Aires Province,http://en.wikipedia.org/wiki/Buenos_Aires_Province,11.0,province,3432043.0,La Plata,13827203.0,es,SA,,
113,AR,C,07,07,3433955.0,Ciudad Autónoma de Buenos Aires,http://en.wikipedia.org/wiki/Buenos_Aires,10.0,district,3435910.0,Buenos Aires,2776138.0,es,SA,,
114,AR,D,19,19,3837029.0,San Luis,http://en.wikipedia.org/wiki/San_Luis_Province,11.0,province,3837056.0,San Luis,367933.0,es,SA,,
115,AR,E,08,08,3434137.0,Entre Rios,http://en.wikipedia.org/wiki/Entre_R%C3%ADos_Province,11.0,province,3841956.0,Paraná,1158147.0,es,SA,,
116,AR,F,12,12,3848949.0,La Rioja,http://en.wikipedia.org/wiki/La_Rioja_Province_%28Argentina%29,11.0,province,3848950.0,La Rioja,289983.0,es,SA,,
117,AR,G,22,22,3835868.0,Santiago del Estero,http://en.wikipedia.org/wiki/Santiago_del_Estero_Province,11.0,province,3835869.0,Santiago del Estero,804457.0,es,SA,,
118,AR,H,03,03,3861887.0,Chaco,http://en.wikipedia.org/wiki/Chaco_Province,11.0,province,3429577.0,Resistencia,984446.0,es,SA,,
119,AR,J,18,18,3837152.0,San Juan,http://en.wikipedia.org/wiki/San_Juan_Province_%28Argentina%29,11.0,province,3837213.0,San Juan,620023.0,es,SA,,
120,AR,K,02,02,3862286.0,Catamarca,http://en.wikipedia.org/wiki/Catamarca_Province,11.0,province,3837702.0,San Fernando del Valle de Catamarca,334568.0,es,SA,,
121,AR,L,11,11,3849574.0,La Pampa,http://en.wikipedia.org/wiki/La_Pampa_Province,11.0,province,3835994.0,Santa Rosa,299294.0,es,SA,,
122,AR,M,13,13,3844419.0,Mendoza,http://en.wikipedia.org/wiki/Mendoza_Province,11.0,province,3844421.0,Mendoza,1579651.0,es,SA,,
123,AR,N,14,14,3430657.0,Misiones,http://en.wikipedia.org/wiki/Misiones_Province,11.0,province,3429886.0,Posadas,965522.0,es,SA,,
124,AR,P,09,09,3433896.0,Formosa,http://en.wikipedia.org/wiki/Formosa_Province,11.0,province,3433899.0,Formosa,486559.0,es,SA,,
125,AR,Q,15,15,3843122.0,Neuquen,http://en.wikipedia.org/wiki/Neuqu%C3%A9n_Province,11.0,province,3843123.0,Neuquén,474155.0,es,SA,,
126,AR,R,16,16,3838830.0,Rio Negro,http://en.wikipedia.org/wiki/R%C3%ADo_Negro_Province,11.0,province,3832899.0,Viedma,552822.0,es,SA,,
127,AR,S,21,21,3836276.0,Santa Fe,http://en.wikipedia.org/wiki/Santa_Fe_Province,11.0,province,3836277.0,Santa Fe,3000701.0,es,SA,,
128,AR,T,24,24,3833578.0,Tucuman,http://en.wikipedia.org/wiki/Tucum%C3%A1n_Province,11.0,province,3836873.0,San Miguel de Tucumán,1338523.0,es,SA,,
129,AR,U,04,04,3861244.0,Chubut,http://en.wikipedia.org/wiki/Chubut_Province,11.0,province,3839307.0,Rawson,413237.0,es,SA,,
130,AR,V,23,23,3834450.0,Tierra del Fuego,http://en.wikipedia.org/wiki/Tierra_del_Fuego_Province_%28Argentina%29,11.0,province,3833367.0,Ushuaia,101079.0,es,SA,,
131,AR,W,06,06,3435214.0,Corrientes,http://en.wikipedia.org/wiki/Corrientes_Province,11.0,province,3435217.0,Corrientes,930991.0,"es,gn",SA,,
132,AR,X,05,05,3860255.0,Cordoba,http://en.wikipedia.org/wiki/C%C3%B3rdoba_Province_%28Argentina%29,11.0,province,3860259.0,Córdoba,3066801.0,es,SA,,
133,AR,Y,10,10,3853404.0,Jujuy,http://en.wikipedia.org/wiki/Jujuy_Province,11.0,province,3836564.0,San Salvador de Jujuy,611888.0,es,SA,,
134,AR,Z,20,20,3836350.0,Santa Cruz,http://en.wikipedia.org/wiki/Santa_Cruz_Province_%28Argentina%29,11.0,province,3838859.0,Río Gallegos,196958.0,es,SA,,
135,AS,E,010,010,5881219.0,Eastern,http://en.wikipedia.org/wiki/Eastern_District%2C_American_Samoa,,,5881576.0,Pago Pago,23441.0,,OC,,
136,AS,M,020,020,5881436.0,Manu'a,http://en.wikipedia.org/wiki/Manu%27a,,,5881165.0,Ta`ū,,,OC,,
137,AS,R,030,030,7309441.0,Rose Island,http://en.wikipedia.org/wiki/Rose_Atoll,,,,,,,OC,,
138,AS,S,040,040,5881199.0,Swains Island,http://en.wikipedia.org/wiki/Swains_Island,,,5881150.0,Taulaga,37.0,,OC,,
139,AS,W,050,050,5880873.0,Western,http://en.wikipedia.org/wiki/Western_District%2C_American_Samoa,,,,,32435.0,,OC,,
140,AT,1,01,01,2781194.0,Burgenland,http://en.wikipedia.org/wiki/Burgenland,12.0,state,2780190.0,Eisenstadt,281022.0,"de,hr,sl,hu",EU,,
141,AT,2,02,02,2774686.0,Karnten,http://en.wikipedia.org/wiki/Carinthia_%28state%29,12.0,state,2774326.0,Klagenfurt,565762.0,"de,hr,sl",EU,,
142,AT,3,03,03,2770542.0,Niederosterreich,http://en.wikipedia.org/wiki/Lower_Austria,12.0,state,2766429.0,Sankt Pölten,1576622.0,de,EU,,
143,AT,4,04,04,2769848.0,Oberosterreich,http://en.wikipedia.org/wiki/Upper_Austria,12.0,state,2772400.0,Linz,1400851.0,de,EU,,
144,AT,5,05,05,2766823.0,Salzburg,http://en.wikipedia.org/wiki/Salzburg_%28state%29,12.0,state,2766824.0,Salzburg,533083.0,de,EU,,
145,AT,6,06,06,2764581.0,Steiermark,http://en.wikipedia.org/wiki/Styria,12.0,state,2778067.0,Graz,1185175.0,"de,hr,sl",EU,,
146,AT,7,07,07,2763586.0,Tirol,http://en.wikipedia.org/wiki/Tyrol_%28state%29,12.0,state,2775220.0,Innsbruck,692214.0,de,EU,,
147,AT,8,08,08,2762300.0,Vorarlberg,http://en.wikipedia.org/wiki/Vorarlberg,12.0,state,2781503.0,Bregenz,359737.0,de,EU,,
148,AT,9,09,09,2761367.0,Wien,http://en.wikipedia.org/wiki/Vienna,12.0,state,2761369.0,Wien,1569316.0,de,EU,,
149,AU,ACT,01,01,2177478.0,Australian Capital Territory,http://en.wikipedia.org/wiki/Australian_Capital_Territory,14.0,territory,2172517.0,Canberra,357222.0,en-AU,OC,,
150,AU,NSW,02,02,2155400.0,New South Wales,http://en.wikipedia.org/wiki/New_South_Wales,13.0,state,2147714.0,Sydney,6917658.0,en-AU,OC,,
151,AU,NT,03,03,2064513.0,Northern Territory,http://en.wikipedia.org/wiki/Northern_Territory,14.0,territory,2073124.0,Darwin,211945.0,en-AU,OC,,
152,AU,QLD,04,04,2152274.0,Queensland,http://en.wikipedia.org/wiki/Queensland,13.0,state,2174003.0,Brisbane,4332739.0,en-AU,OC,,
153,AU,SA,05,05,2061327.0,South Australia,http://en.wikipedia.org/wiki/South_Australia,13.0,state,2078025.0,Adelaide,1596572.0,en-AU,OC,,
154,AU,TAS,06,06,2147291.0,Tasmania,http://en.wikipedia.org/wiki/Tasmania,13.0,state,2163355.0,Hobart,495354.0,en-AU,OC,,
155,AU,VIC,07,07,2145234.0,Victoria,http://en.wikipedia.org/wiki/Victoria_%28Australia%29,13.0,state,2158177.0,Melbourne,5354042.0,en-AU,OC,,
156,AU,WA,08,08,2058645.0,Western Australia,http://en.wikipedia.org/wiki/Swan_River_Colony,13.0,state,2063523.0,Perth,2239170.0,en-AU,OC,,
157,AX,,,211,9611689.0,Mariehamn,http://en.wikipedia.org/wiki/Mariehamn_sub-region,,,3041732.0,Mariehamn,11209.0,,EU,,
158,AX,,,212,9611692.0,Ålands landsbygd,http://en.wikipedia.org/wiki/Countryside_%28%C3%85land%29,,,,,14626.0,,EU,,
159,AX,,,213,9611694.0,Ålands skärgård,http://en.wikipedia.org/wiki/Archipelago_%28%C3%85land%29,,,,,2230.0,,EU,,
160,AZ,ABS,01,01,587245.0,Abseron,http://en.wikipedia.org/wiki/Absheron_Rayon,16.0,rayonu (district),585915.0,Khirdalan,189800.0,,AS,,
161,AZ,AGA,05,05,828297.0,Agstafa,http://en.wikipedia.org/wiki/Agstafa_Rayon,16.0,rayonu (district),587362.0,Ağstafa,76302.0,,AS,,
162,AZ,AGC,02,02,148615.0,AgcabAdi,http://en.wikipedia.org/wiki/Aghjabadi_Rayon,16.0,rayonu (district),587384.0,Ağcabǝdi,122649.0,,AS,,
163,AZ,AGM,03,03,148617.0,Agdam,http://en.wikipedia.org/wiki/Agdam_Rayon,16.0,rayonu (district),148619.0,Ağdam,165407.0,,AS,,
164,AZ,AGS,04,04,587376.0,Agdas,http://en.wikipedia.org/wiki/Agdash_Rayon,16.0,rayonu (district),587378.0,Ağdaş,98600.0,,AS,,
165,AZ,AGU,06,06,587342.0,Agsu,http://en.wikipedia.org/wiki/Agsu_%28city%29,16.0,rayonu (district),587361.0,Aghsu,66645.0,,AS,,
